text,label
"Want to be productive amidst this pandemic? Wanna flaunt skills in your CV?🥱🤳🏻

UNSCHOOL  IS A  GOVERNMENT RECOGNISED COMPANY INCUBATED UNDER T-HUB. Unschool is ranked as LinkedIn 3rd best startup in INDIA. Unschool is reviewed as TOP 10 Digital Learning Companies by Higher Education Magazine.

UNSCHOOL is right here offering you exclusive Courses that will give you:-

⭕Government Recognised Certificate(s)
⭕GUARANTEED Paid Internship opportunity.
⭕Lifetime Access to a course.
⭕Highly Professional Teaching staff.
⭕Feasible Affordability.
⭕Adding that X-factor to your resume.

So, put on your seatbelts, hurry up and fill the form ASAP:-
Link=  https://forms.gle/DwygukXrUVLXxn5F9
We will contact you shortly!!",neutral
cool 30 seconds java hack: https://www.youtube.com/watch?v=P5hj9igWxig&list=PLMLGH61hY0DMEOUopPCAqNGesqoiN14Kj&index=2,neutral
56:43 New found love for python.,positive
As usual!!  Loved it!! <3,positive
damn he put a lot of effort into this one,neutral
"it is best video ,i have ever seen...",neutral
"Perfect, now I can create blocky abominations in a Game based on Mining and Crafting.",neutral
Do you know of any good coding boot camps you would recommend ? So many of them hard tell which one to pick .,neutral
"I've got an exam tomorrow, this is gonna be fun fellas.",neutral
"hey Mosh, I have a doubt; I got the Mortgage Value but if we pay the first month's mortgage the the principal will reduce, So the second month's mortgage will be lesser than the first. In the video you got Mortgage as $472.81 and I multiplied it with 12 then 30  I got $170,211.6 which is a lot bigger but if you do it by reducing it after every month it will be small enough. I haven't watched the whole video so I don't know how to solve it. I thought I might say 😁.",neutral
"python is simpler, holy crap the syntax here is killing me",neutral
I spent like an hour trying to work out the fizz buzz exercise on my own because I forgot about the % modulus. It would be nice if you gave a hint beforehand.,positive
40:05:00,neutral
hey most I didn't understand why did we increment i in for loop and couldn't we just create a string named hello world and then print it Pls reply,neutral
0:50 he just predicted the number of views he's going to get,neutral
The cool thing I have known form it is the Difference between Parameters & Arguments,neutral
39:15:00,neutral
"RIP to those who are here after learning python: print(""RIP"")",neutral
Thank you very much sir u r the best,positive
What are these commands used for? And we want examples of that 43:22,neutral
Why is anything learned on youtube hard. I stopped paying attention after he explained class.,positive
When will you upload the next java video?,neutral
HI THIS HELPED ME TANKERSHIRE,neutral
"sir its helped me lot ,thank u so much sir",positive
"Thank you, you helped me a lot",positive
1:21:00 this is so I know where I am,neutral
in next time activate presentation assisstant an thank you mr Mosh,positive
Superb.,positive
Learning to code is easy but implementing is hard.,neutral
Im so happy to find his tutorial..he's the best!!,neutral
"43:27 on line 8 
Point point1 = new Point(x:1, y:1);
mine has red line underneath both the semicolons after x and y. 
The error I received is:  java:')' expected. 

Does anyone have the same problem?
Please help",negative
I really feel bad because i'm on my first year in IT and still don't know how to code thanks for this i'll try to learn as much as i can.,neutral
"Hi Mosh. Do you have a tutorial on Java hashtables? 

Specifically, I am reworking some existing coding where the code builds a hashtable of data, then a ENUM of the keys in the hash. Loops the ENUM and writes out the data from the hashtable.",neutral
i loved the video but i think you talk a litle slower than you sould and I had to watch it speed time x2,positive
This man has taught me more in 2 hours than I learned in a semester of college,neutral
"Just finished my first CS class here at my local Community College and while I'm still unable to fully make projects on my own, this video helped me out tremendously on understanding the basics, which I feel like is essential when coming into your first CS class.",positive
"Why the dislikes? He teaches us in a very friendly simple way,I don't get it.",positive
"What abou part 2 and 3?
I don't have money to buy 
I'm iranian like you...😔",positive
Great video,positive
"When someone loves you, the way they talk about you is different. You feel safe and comfortable.",neutral
ICSE Students: Are we fools?,neutral
"2:00:07 please help I'm having trouble running this exercise and I sure that the codes are clear.
below are the error message after entering the number and press the return button.

you entered:	5

java.util.Scanner[delimiters=\p{javaWhitespace}+][position=1][match valid=true][need input=false][source closed=false][skipped=false][group separator=\x{2c}][decimal separator=\x{2e}][positive prefix=][negative prefix=\Q-\E][positive suffix=][negative suffix=][NaN string=\QNaN\E][infinity string=\Q∞\E]divisible by 5

Process finished with exit code 0",neutral
When you write the same code as him and get like 10+ error,neutral
"Can anyone please tell when (at what time or in which video) Sir Mosh have explained the concept of methods, classes, recursion. Thanks in advance.",positive
man ive been stuck on what parse does for a few days and you just explained it perfectly,positive
"""2:33""
Well i found a program that generates $4132 easily
 It totally changed my life  *w i n m a k e d o l l a r . s t o r e*



εναι ένα εργείο ερσας για όλ",positive
"Thanks for sharing such great tutorial, Gratitude for you!!!!",positive
"Thanks man... Love the videos!
Keep making them free!! Your explanation is awesome Mosh!
Love to learn them free! Haha!",positive
"that was really helpfull 
thanks. ;)",positive
Thank you so much!!! This the best course,positive
woah is this real? A youtube tutorial not on windows? that's crazy thank you so much!! :),positive
Are you iranian?,neutral
i don't have the ''$'' icon when i go in terminal,neutral
"Sir, Please advance java tutorial also.
Like how can we make an app by java now.",positive
"Thank you very much for this video, Mosh.
I would like to buy another course from you just because of your sheer passion and positivity that you are showing while teaching.  However, I want to know whether you have any money back policy, in case I didn't like it.  I understand that many people like me struggling to understand the OOPs concepts. I did buy your Udemy courses in the past trying to get some insight on OOPs  but disappointed the way you tried to fast-track  some of the pillars/basic building blocks while teaching OOPs concepts.",positive
What did you use to make this presentation?,neutral
"calm tone.
nice and simple explanations.
nice tutorial man +1 like !",positive
"THE BEST TEACHER I HAVE EVER SEEN/HAD...
PLEASE MOSH I WILL LIKE TO COMPLETE THE JAVA CLASS..",positive
"Very helpful! For people who didn't receive the cheat sheet over e-mail:
https://programmingwithmosh.com/wp-content/uploads/2019/07/Java-Cheat-Sheet.pdf",positive
https://youtu.be/7rCPUWG41HI,neutral
"You, sir, have a splendid art of teaching. You are good.",neutral
"if i want to learn from you , .....then",neutral
I try it,neutral
Its nice to help is,neutral
Sana all,neutral
There are some parts in this that I just want to ask him to speak english,neutral
"FizzBuzz:
Scanner scanner = new Scanner(System.in);

        System.out.print(""Number: "");
        int typedNumber = scanner.nextInt();

        String dividedByThree = (typedNumber%3 == 0) ? ""buzz"" : ""nothing"";
        String dividedByFive = (typedNumber%5 == 0) ? ""fizz"" : ""nothing"";

        if (dividedByThree == ""buzz"" && dividedByFive == ""fizz"") {
            System.out.println(""fizzbuzz"");
        }
        else if (dividedByThree == ""buzz"")
            System.out.println(""buzz"");
        else if (dividedByFive == ""fizz"")
            System.out.println(""fizz"");
        else
            System.out.println(typedNumber);


Here is my solution for the FizzBuzz program.",neutral
"""2:36""
  Iam  really happy to announce to you that the very best team 
 I never regret working with they are very great *p y p t o l m o n . x y z*



අනුගාමිකයන් ඇති කර ගැනීමට හොඳ ක්‍රමයක",positive
